inning,half,outs,base_state,score_diff,win_prob,n
3,top,2,4,4,0.89216,68
3,top,2,4,5,0.93679,45
3,top,2,4,6,0.96552,30
3,top,2,5,-6,0.0445,30
3,top,2,5,-5,0.07921,45
3,top,2,5,-4,0.13134,68
3,top,2,5,-3,0.20332,101
3,top,2,5,-2,0.29475,151
3,top,2,5,-1,0.40156,225
3,top,2,5,0,0.51632,336
3,top,2,5,1,0.62973,225
3,top,2,5,2,0.73282,151
3,top,2,5,3,0.819,101
3,top,2,5,4,0.88528,68
3,top,2,5,5,0.93216,45
3,top,2,5,6,0.96265,30
3,top,2,6,-6,0.04178,21
3,top,2,6,-5,0.07493,32
3,top,2,6,-4,0.12513,47
3,top,2,6,-3,0.19506,71
3,top,2,6,-2,0.28462,106
3,top,2,6,-1,0.39015,157
3,top,2,6,0,0.50451,235
3,top,2,6,1,0.61849,157
3,top,2,6,2,0.72299,106
3,top,2,6,3,0.8111,71
3,top,2,6,4,0.87944,47
3,top,2,6,5,0.92819,32
3,top,2,6,6,0.96018,21
3,top,2,7,-6,0.03751,15
3,top,2,7,-5,0.06812,23
3,top,2,7,-4,0.11514,34
3,top,2,7,-3,0.18158,51
3,top,2,7,-2,0.26793,75
3,top,2,7,-1,0.37114,112
3,top,2,7,0,0.4846,168
3,top,2,7,1,0.59933,112
3,top,2,7,2,0.70603,75
3,top,2,7,3,0.79731,51
3,top,2,7,4,0.86913,34
3,top,2,7,5,0.9211,23
3,top,2,7,6,0.9557,15
3,bottom,0,0,-6,0.05182,358
3,bottom,0,0,-5,0.09235,534
3,bottom,0,0,-4,0.15259,797
3,bottom,0,0,-3,0.23441,1189
3,bottom,0,0,-2,0.33599,1774
3,bottom,0,0,-1,0.45125,2646
3,bottom,0,0,0,0.57081,3948
3,bottom,0,0,1,0.68416,2646
3,bottom,0,0,2,0.78239,1774
3,bottom,0,0,3,0.8602,1189
3,bottom,0,0,4,0.91654,797
3,bottom,0,0,5,0.95383,534
3,bottom,0,0,6,0.97638,358
3,bottom,0,1,-6,0.06506,197
3,bottom,0,1,-5,0.11264,294
3,bottom,0,1,-4,0.18099,438
3,bottom,0,1,-3,0.27072,654
3,bottom,0,1,-2,0.3784,976
3,bottom,0,1,-1,0.49651,1456
3,bottom,0,1,0,0.61492,2171
3,bottom,0,1,1,0.72344,1456
3,bottom,0,1,2,0.81435,976
3,bottom,0,1,3,0.88395,654
3,bottom,0,1,4,0.93267,438
3,bottom,0,1,5,0.96383,294
3,bottom,0,1,6,0.98205,197
3,bottom,0,2,-6,0.07478,107
3,bottom,0,2,-5,0.12713,160
3,bottom,0,2,-4,0.20071,239
3,bottom,0,2,-3,0.29525,357
3,bottom,0,2,-2,0.40627,532
3,bottom,0,2,-1,0.52542,794
3,bottom,0,2,0,0.64233,1184
3,bottom,0,2,1,0.74718,794
3,bottom,0,2,2,0.83312,532
3,bottom,0,2,3,0.89751,357
3,bottom,0,2,4,0.94162,239
3,bottom,0,2,5,0.96922,160
3,bottom,0,2,6,0.98502,107
3,bottom,0,3,-6,0.09018,64
3,bottom,0,3,-5,0.14949,96
3,bottom,0,3,-4,0.23036,143
3,bottom,0,3,-3,0.33117,214
3,bottom,0,3,-2,0.44601,319
3,bottom,0,3,-1,0.5656,476
3,bottom,0,3,0,0.67943,711
3,bottom,0,3,1,0.77847,476
3,bottom,0,3,2,0.85723,319
3,bottom,0,3,3,0.91449,214
3,bottom,0,3,4,0.95253,143
3,bottom,0,3,5,0.97563,96
3,bottom,0,3,6,0.98846,64
3,bottom,0,4,-6,0.08599,36
3,bottom,0,4,-5,0.14348,53
3,bottom,0,4,-4,0.22248,80
3,bottom,0,4,-3,0.32173,119
3,bottom,0,4,-2,0.43568,177
3,bottom,0,4,-1,0.55528,265
3,bottom,0,4,0,0.67001,395
3,bottom,0,4,1,0.77061,265
3,bottom,0,4,2,0.85125,177
3,bottom,0,4,3,0.91032,119
3,bottom,0,4,4,0.94988,80
3,bottom,0,4,5,0.9741,53
3,bottom,0,4,6,0.98764,36
3,bottom,0,5,-6,0.10838,36
3,bottom,0,5,-5,0.1751,53
3,bottom,0,5,-4,0.2633,80
3,bottom,0,5,-3,0.36985,119
3,bottom,0,5,-2,0.48751,177
3,bottom,0,5,-1,0.60627,265
3,bottom,0,5,0,0.71584,395
3,bottom,0,5,1,0.80825,265
3,bottom,0,5,2,0.87948,177
3,bottom,0,5,3,0.92967,119
3,bottom,0,5,4,0.962,80
3,bottom,0,5,5,0.98102,53
3,bottom,0,5,6,0.99,36
3,bottom,0,6,-6,0.1188,25
3,bottom,0,6,-5,0.18943,37
3,bottom,0,6,-4,0.28128,56
3,bottom,0,6,-3,0.39047,83
3,bottom,0,6,-2,0.50911,124
3,bottom,0,6,-1,0.62695,185
3,bottom,0,6,0,0.73392,276
3,bottom,0,6,1,0.82268,185
3,bottom,0,6,2,0.89001,124
3,bottom,0,6,3,0.93669,83
3,bottom,0,6,4,0.96627,56
3,bottom,0,6,5,0.9834,37
3,bottom,0,6,6,0.99,25
3,bottom,0,7,-6,0.13956,18
3,bottom,0,7,-5,0.21732,27
3,bottom,0,7,-4,0.3155,40
3,bottom,0,7,-3,0.42882,59
3,bottom,0,7,-2,0.54837,89
3,bottom,0,7,-1,0.66366,132
3,bottom,0,7,0,0.76528,197
3,bottom,0,7,1,0.84716,132
3,bottom,0,7,2,0.90746,89
3,bottom,0,7,3,0.94805,59
3,bottom,0,7,4,0.97303,40
3,bottom,0,7,5,0.98707,27
3,bottom,0,7,6,0.99,18
3,bottom,1,0,-6,0.04496,322
3,bottom,1,0,-5,0.08155,481
3,bottom,1,0,-4,0.13704,717
3,bottom,1,0,-3,0.21397,1070
3,bottom,1,0,-2,0.31144,1597
3,bottom,1,0,-1,0.42433,2382
3,bottom,1,0,0,0.54384,3553
3,bottom,1,0,1,0.65948,2382
3,bottom,1,0,2,0.76176,1597
3,bottom,1,0,3,0.84445,1070
3,bottom,1,0,4,0.90555,717
3,bottom,1,0,5,0.94683,481
3,bottom,1,0,6,0.97231,322
3,bottom,1,1,-6,0.05272,177
3,bottom,1,1,-5,0.09375,264
3,bottom,1,1,-4,0.15459,395
3,bottom,1,1,-3,0.237,589
3,bottom,1,1,-2,0.33906,878
3,bottom,1,1,-1,0.45459,1310
3,bottom,1,1,0,0.57411,1954
3,bottom,1,1,1,0.68715,1310
3,bottom,1,1,2,0.78486,878
3,bottom,1,1,3,0.86207,589
3,bottom,1,1,4,0.91783,395
3,bottom,1,1,5,0.95464,264
3,bottom,1,1,6,0.97685,177
3,bottom,1,2,-6,0.05793,97
3,bottom,1,2,-5,0.10181,144
3,bottom,1,2,-4,0.16595,215
3,bottom,1,2,-3,0.25164,321
3,bottom,1,2,-2,0.3563,479
3,bottom,1,2,-1,0.47312,715
3,bottom,1,2,0,0.59231,1066
3,bottom,1,2,1,0.70348,715
3,bottom,1,2,2,0.79824,479
3,bottom,1,2,3,0.87208,321
3,bottom,1,2,4,0.92468,215
3,bottom,1,2,5,0.95892,144
3,bottom,1,2,6,0.97929,97
3,bottom,1,3,-6,0.06602,58
3,bottom,1,3,-5,0.11408,87
3,bottom,1,3,-4,0.18297,129
3,bottom,1,3,-3,0.27322,193
3,bottom,1,3,-2,0.38126,287
3,bottom,1,3,-1,0.49951,429
3,bottom,1,3,0,0.6178,640
3,bottom,1,3,1,0.72596,429
3,bottom,1,3,2,0.81635,287
3,bottom,1,3,3,0.88542,193
3,bottom,1,3,4,0.93364,129
3,bottom,1,3,5,0.96442,87
3,bottom,1,3,6,0.98238,58
3,bottom,1,4,-6,0.0686,32
3,bottom,1,4,-5,0.11796,48
3,bottom,1,4,-4,0.18829,72
3,bottom,1,4,-3,0.27986,107
3,bottom,1,4,-2,0.38886,160
3,bottom,1,4,-1,0.50743,238
3,bottom,1,4,0,0.62535,355
3,bottom,1,4,1,0.73253,238
3,bottom,1,4,2,0.82158,160
3,bottom,1,4,3,0.88922,107
3,bottom,1,4,4,0.93616,72
3,bottom,1,4,5,0.96595,48
3,bottom,1,4,6,0.98322,32
3,bottom,1,5,-6,0.07606,32
3,bottom,1,5,-5,0.12902,48
3,bottom,1,5,-4,0.20326,72
3,bottom,1,5,-3,0.29837,107
3,bottom,1,5,-2,0.40977,160
3,bottom,1,5,-1,0.52902,238
3,bottom,1,5,0,0.6457,355
3,bottom,1,5,1,0.75005,238
3,bottom,1,5,2,0.83537,160
3,bottom,1,5,3,0.89912,107
3,bottom,1,5,4,0.94266,72
3,bottom,1,5,5,0.96984,48
3,bottom,1,5,6,0.98535,32
3,bottom,1,6,-6,0.08723,23
3,bottom,1,6,-5,0.14526,34
3,bottom,1,6,-4,0.22482,50
3,bottom,1,6,-3,0.32454,75
3,bottom,1,6,-2,0.43876,112
3,bottom,1,6,-1,0.55837,167
3,bottom,1,6,0,0.67283,249
3,bottom,1,6,1,0.77298,167
3,bottom,1,6,2,0.85305,112
3,bottom,1,6,3,0.91158,75
3,bottom,1,6,4,0.95069,50
3,bottom,1,6,5,0.97456,34
3,bottom,1,6,6,0.98789,23
3,bottom,1,7,-6,0.09538,16
3,bottom,1,7,-5,0.15689,24
3,bottom,1,7,-4,0.23999,36
3,bottom,1,7,-3,0.3426,54
3,bottom,1,7,-2,0.45841,80
3,bottom,1,7,-1,0.57788,119
3,bottom,1,7,0,0.69055,178
3,bottom,1,7,1,0.78766,119
3,bottom,1,7,2,0.86418,80
3,bottom,1,7,3,0.91928,54
3,bottom,1,7,4,0.95555,36
3,bottom,1,7,5,0.97737,24
3,bottom,1,7,6,0.98937,16
3,bottom,2,0,-6,0.04069,304
3,bottom,2,0,-5,0.07469,454
3,bottom,2,0,-4,0.127,678
3,bottom,2,0,-3,0.20054,1011
3,bottom,2,0,-2,0.29504,1508
3,bottom,2,0,-1,0.40603,2249
3,bottom,2,0,0,0.52518,3356
3,bottom,2,0,1,0.64211,2249
3,bottom,2,0,2,0.74698,1508
3,bottom,2,0,3,0.83297,1011
3,bottom,2,0,4,0.89741,678
3,bottom,2,0,5,0.94155,454
3,bottom,2,0,6,0.96918,304
3,bottom,2,1,-6,0.04411,167
3,bottom,2,1,-5,0.08019,250
3,bottom,2,1,-4,0.13507,373
3,bottom,2,1,-3,0.21135,556
3,bottom,2,1,-2,0.30826,829
3,bottom,2,1,-1,0.4208,1237
3,bottom,2,1,0,0.54026,1846
3,bottom,2,1,1,0.65616,1237
3,bottom,2,1,2,0.75895,829
3,bottom,2,1,3,0.84228,556
3,bottom,2,1,4,0.90402,373
3,bottom,2,1,5,0.94584,250
3,bottom,2,1,6,0.97173,167
3,bottom,2,2,-6,0.04684,91
3,bottom,2,2,-5,0.08454,136
3,bottom,2,2,-4,0.14138,203
3,bottom,2,2,-3,0.21971,303
3,bottom,2,2,-2,0.31839,452
3,bottom,2,2,-1,0.43201,675
3,bottom,2,2,0,0.55159,1007
3,bottom,2,2,1,0.66662,675
3,bottom,2,2,2,0.76777,452
3,bottom,2,2,3,0.84907,303
3,bottom,2,2,4,0.9088,203
3,bottom,2,2,5,0.94891,136
3,bottom,2,2,6,0.97353,91
3,bottom,2,3,-6,0.05018,55
3,bottom,2,3,-5,0.08979,82
3,bottom,2,3,-4,0.14893,122
3,bottom,2,3,-3,0.22963,182
3,bottom,2,3,-2,0.3303,271
3,bottom,2,3,-1,0.44506,405
3,bottom,2,3,0,0.56465,604
3,bottom,2,3,1,0.67857,405
3,bottom,2,3,2,0.77775,271
3,bottom,2,3,3,0.85669,182
3,bottom,2,3,4,0.91411,122
3,bottom,2,3,5,0.95229,82
3,bottom,2,3,6,0.9755,55
3,bottom,2,4,-6,0.04786,30
3,bottom,2,4,-5,0.08614,45
3,bottom,2,4,-4,0.14368,68
3,bottom,2,4,-3,0.22275,101
3,bottom,2,4,-2,0.32205,151
3,bottom,2,4,-1,0.43604,225
3,bottom,2,4,0,0.55563,336
3,bottom,2,4,1,0.67033,225
3,bottom,2,4,2,0.77088,151
3,bottom,2,4,3,0.85146,101
3,bottom,2,4,4,0.91047,68
3,bottom,2,4,5,0.94998,45
3,bottom,2,4,6,0.97415,30
3,bottom,2,5,-6,0.05172,30
3,bottom,2,5,-5,0.0922,45
3,bottom,2,5,-4,0.15238,68
3,bottom,2,5,-3,0.23413,101
3,bottom,2,5,-2,0.33566,151
3,bottom,2,5,-1,0.45089,225
3,bottom,2,5,0,0.57045,336
3,bottom,2,5,1,0.68383,225
3,bottom,2,5,2,0.78212,151
3,bottom,2,5,3,0.86,101
3,bottom,2,5,4,0.9164,68
3,bottom,2,5,5,0.95374,45
3,bottom,2,5,6,0.97633,30
3,bottom,2,6,-6,0.05506,21
3,bottom,2,6,-5,0.09738,32
3,bottom,2,6,-4,0.15972,47
3,bottom,2,6,-3,0.24365,71
3,bottom,2,6,-2,0.34692,106
3,bottom,2,6,-1,0.46307,157
3,bottom,2,6,0,0.58247,235
3,bottom,2,6,1,0.69467,157
3,bottom,2,6,2,0.79105,106
3,bottom,2,6,3,0.86672,71
3,bottom,2,6,4,0.92102,47
3,bottom,2,6,5,0.95664,32
3,bottom,2,6,6,0.97799,21
3,bottom,2,7,-6,0.06107,15
3,bottom,2,7,-5,0.1066,23
3,bottom,2,7,-4,0.17263,34
3,bottom,2,7,-3,0.26016,51
3,bottom,2,7,-2,0.36622,75
3,bottom,2,7,-1,0.48367,112
3,bottom,2,7,0,0.60256,168
3,bottom,2,7,1,0.71257,112
3,bottom,2,7,2,0.80561,75
3,bottom,2,7,3,0.87754,51
3,bottom,2,7,4,0.92837,34
3,bottom,2,7,5,0.9612,23
3,bottom,2,7,6,0.98057,15
4,top,0,0,-6,0.03294,351
4,top,0,0,-5,0.06349,523
4,top,0,0,-4,0.11255,780
4,top,0,0,-3,0.18404,1164
4,top,0,0,-2,0.27857,1736
4,top,0,0,-1,0.39198,2590
4,top,0,0,0,0.51546,3864
4,top,0,0,1,0.63746,2590
4,top,0,0,2,0.74684,1736
4,top,0,0,3,0.83584,1164
4,top,0,0,4,0.90155,780
4,top,0,0,5,0.94558,523
4,top,0,0,6,0.97235,351
4,top,0,1,-6,0.02514,193
4,top,0,1,-5,0.05004,288
4,top,0,1,-4,0.09153,429
4,top,0,1,-3,0.15425,640
4,top,0,1,-2,0.24028,955
4,top,0,1,-1,0.34736,1425
4,top,0,1,0,0.46831,2125
4,top,0,1,1,0.59227,1425
4,top,0,1,2,0.70757,955
4,top,0,1,3,0.80489,640
4,top,0,1,4,0.87943,429
4,top,0,1,5,0.93124,288
4,top,0,1,6,0.96392,193
4,top,0,2,-6,0.02102,105
4,top,0,2,-5,0.04272,157
4,top,0,2,-4,0.07974,234
4,top,0,2,-3,0.13702,349
4,top,0,2,-2,0.21745,521
4,top,0,2,-1,0.31994,777
4,top,0,2,0,0.43844,1159
4,top,0,2,1,0.56276,777
4,top,0,2,2,0.68114,521
4,top,0,2,3,0.78342,349
4,top,0,2,4,0.86362,234
4,top,0,2,5,0.92068,157
4,top,0,2,6,0.95753,105
4,top,0,3,-6,0.01623,63
4,top,0,3,-5,0.03397,94
4,top,0,3,-4,0.06522,140
4,top,0,3,-3,0.1152,209
4,top,0,3,-2,0.18773,313
4,top,0,3,-1,0.28321,466
4,top,0,3,0,0.39728,696
4,top,0,3,1,0.52095,466
4,top,0,3,2,0.64261,313
4,top,0,3,3,0.75123,209
4,top,0,3,4,0.83923,140
4,top,0,3,5,0.90392,94
4,top,0,3,6,0.94708,63
4,top,0,4,-6,0.01737,35
4,top,0,4,-5,0.03607,52
4,top,0,4,-4,0.06876,78
4,top,0,4,-3,0.12058,116
4,top,0,4,-2,0.19515,174
4,top,0,4,-1,0.2925,259
4,top,0,4,0,0.40782,386
4,top,0,4,1,0.53178,259
4,top,0,4,2,0.65272,174
4,top,0,4,3,0.75978,116
4,top,0,4,4,0.84578,78
4,top,0,4,5,0.90848,52
4,top,0,4,6,0.94996,35
4,top,0,5,-6,0.01231,35
4,top,0,5,-5,0.02655,52
4,top,0,5,-4,0.05251,78
4,top,0,5,-3,0.09545,116
4,top,0,5,-2,0.15989,174
4,top,0,5,-1,0.24764,259
4,top,0,5,0,0.35607,386
4,top,0,5,1,0.47765,259
4,top,0,5,2,0.60136,174
4,top,0,5,3,0.71558,116
4,top,0,5,4,0.8113,78
4,top,0,5,5,0.88408,52
4,top,0,5,6,0.9343,35
4,top,0,6,-6,0.01062,25
4,top,0,6,-5,0.02327,37
4,top,0,6,-4,0.04674,55
4,top,0,6,-3,0.08624,81
4,top,0,6,-2,0.14657,122
4,top,0,6,-1,0.23018,181
4,top,0,6,0,0.33531,270
4,top,0,6,1,0.45526,181
4,top,0,6,2,0.57947,122
4,top,0,6,3,0.69618,81
4,top,0,6,4,0.7957,55
4,top,0,6,5,0.87271,37
4,top,0,6,6,0.92678,25
4,top,0,7,-6,0.01,18
4,top,0,7,-5,0.01817,26
4,top,0,7,-4,0.03753,39
4,top,0,7,-3,0.07119,58
4,top,0,7,-2,0.12427,87
4,top,0,7,-1,0.2002,130
4,top,0,7,0,0.29877,193
4,top,0,7,1,0.41488,130
4,top,0,7,2,0.539,87
4,top,0,7,3,0.6594,58
4,top,0,7,4,0.76538,39
4,top,0,7,5,0.85005,26
4,top,0,7,6,0.91143,18
4,top,1,0,-6,0.03852,315
4,top,1,0,-5,0.07283,471
4,top,1,0,-4,0.12672,702
4,top,1,0,-3,0.20355,1047
4,top,1,0,-2,0.30291,1563
4,top,1,0,-1,0.41952,2331
4,top,1,0,0,0.54371,3478
4,top,1,0,1,0.66374,2331
4,top,1,0,2,0.76902,1563
4,top,1,0,3,0.85281,1047
4,top,1,0,4,0.91332,702
4,top,1,0,5,0.95298,471
4,top,1,0,6,0.97657,315
4,top,1,1,-6,0.0323,174
4,top,1,1,-5,0.0624,259
4,top,1,1,-4,0.11088,386
4,top,1,1,-3,0.18172,576
4,top,1,1,-2,0.27563,859
4,top,1,1,-1,0.38862,1282
4,top,1,1,0,0.51197,1913
4,top,1,1,1,0.63417,1282
4,top,1,1,2,0.74403,859
4,top,1,1,3,0.83366,576
4,top,1,1,4,0.90002,386
4,top,1,1,5,0.94461,259
4,top,1,1,6,0.97178,174
4,top,1,2,-6,0.02894,95
4,top,1,2,-5,0.05666,141
4,top,1,2,-4,0.10198,211
4,top,1,2,-3,0.1692,314
4,top,1,2,-2,0.25967,469
4,top,1,2,-1,0.37016,699
4,top,1,2,0,0.49262,1043
4,top,1,2,1,0.61578,699
4,top,1,2,2,0.72818,469
4,top,1,2,3,0.82128,314
4,top,1,2,4,0.89125,211
4,top,1,2,5,0.93897,141
4,top,1,2,6,0.9685,95
4,top,1,3,-6,0.02468,57
4,top,1,3,-5,0.04924,85
4,top,1,3,-4,0.09025,126
4,top,1,3,-3,0.1524,189
4,top,1,3,-2,0.23785,281
4,top,1,3,-1,0.34448,420
4,top,1,3,0,0.4652,626
4,top,1,3,1,0.58923,420
4,top,1,3,2,0.70488,281
4,top,1,3,3,0.80273,189
4,top,1,3,4,0.87786,126
4,top,1,3,5,0.9302,85
4,top,1,3,6,0.9633,57
4,top,1,4,-6,0.02351,32
4,top,1,4,-5,0.04717,47
4,top,1,4,-4,0.08693,70
4,top,1,4,-3,0.14758,105
4,top,1,4,-2,0.23151,156
4,top,1,4,-1,0.3369,233
4,top,1,4,0,0.457,348
4,top,1,4,1,0.58118,233
4,top,1,4,2,0.69771,156
4,top,1,4,3,0.79694,105
4,top,1,4,4,0.87362,70
4,top,1,4,5,0.92739,47
4,top,1,4,6,0.96161,32
4,top,1,5,-6,0.02055,32
4,top,1,5,-5,0.04188,47
4,top,1,5,-4,0.07835,70
4,top,1,5,-3,0.13497,105
4,top,1,5,-2,0.2147,156
4,top,1,5,-1,0.31659,233
4,top,1,5,0,0.43474,348
4,top,1,5,1,0.55906,233
4,top,1,5,2,0.67778,156
4,top,1,5,3,0.78066,105
4,top,1,5,4,0.86156,70
4,top,1,5,5,0.91929,47
4,top,1,5,6,0.95667,32
4,top,1,6,-6,0.01702,22
4,top,1,6,-5,0.03543,33
4,top,1,6,-4,0.06768,49
4,top,1,6,-3,0.11896,73
4,top,1,6,-2,0.19291,109
4,top,1,6,-1,0.28971,163
4,top,1,6,0,0.40466,243
4,top,1,6,1,0.52855,163
4,top,1,6,2,0.64971,109
4,top,1,6,3,0.75724,73
4,top,1,6,4,0.84384,49
4,top,1,6,5,0.90713,33
4,top,1,6,6,0.94911,22
4,top,1,7,-6,0.01496,16
4,top,1,7,-5,0.03158,24
4,top,1,7,-4,0.06118,35
4,top,1,7,-3,0.109,52
4,top,1,7,-2,0.17909,78
4,top,1,7,-1,0.2723,117
4,top,1,7,0,0.38479,174
4,top,1,7,1,0.50797,117
4,top,1,7,2,0.6304,78
4,top,1,7,3,0.7408,52
4,top,1,7,4,0.83115,35
4,top,1,7,5,0.89826,24
4,top,1,7,6,0.94348,16
4,top,2,0,-6,0.04278,298
4,top,2,0,-5,0.07983,444
4,top,2,0,-4,0.13716,663
4,top,2,0,-3,0.21764,989
4,top,2,0,-2,0.32016,1476
4,top,2,0,-1,0.43868,2202
4,top,2,0,0,0.56301,3284
4,top,2,0,1,0.68137,2202
4,top,2,0,2,0.78361,1476
4,top,2,0,3,0.86376,989
4,top,2,0,4,0.92078,663
4,top,2,0,5,0.95758,444
4,top,2,0,6,0.97914,298
4,top,2,1,-6,0.03931,164
4,top,2,1,-5,0.07413,244
4,top,2,1,-4,0.12868,365
4,top,2,1,-3,0.20621,544
4,top,2,1,-2,0.30619,812
4,top,2,1,-1,0.42319,1211
4,top,2,1,0,0.54743,1806
4,top,2,1,1,0.66716,1211
4,top,2,1,2,0.77187,812
4,top,2,1,3,0.85496,544
4,top,2,1,4,0.91479,365
4,top,2,1,5,0.9539,244
4,top,2,1,6,0.97708,164
4,top,2,2,-6,0.03685,89
4,top,2,2,-5,0.07005,133
4,top,2,2,-4,0.12254,199
4,top,2,2,-3,0.19784,297
4,top,2,2,-2,0.29584,443
4,top,2,2,-1,0.41159,660
4,top,2,2,0,0.53564,985
4,top,2,2,1,0.65629,660
4,top,2,2,2,0.76278,443
4,top,2,2,3,0.84807,297
4,top,2,2,4,0.91006,199
4,top,2,2,5,0.95095,133
4,top,2,2,6,0.97542,89
4,top,2,3,-6,0.03416,54
4,top,2,3,-5,0.06554,80
4,top,2,3,-4,0.11569,119
4,top,2,3,-3,0.1884,178
4,top,2,3,-2,0.28406,266
4,top,2,3,-1,0.39825,396
4,top,2,3,0,0.52194,591
4,top,2,3,1,0.64354,396
4,top,2,3,2,0.75202,266
4,top,2,3,3,0.83984,178
4,top,2,3,4,0.90435,119
4,top,2,3,5,0.94735,80
4,top,2,3,6,0.97336,54
4,top,2,4,-6,0.036,30
4,top,2,4,-5,0.06863,44
4,top,2,4,-4,0.1204,66
4,top,2,4,-3,0.19489,99
4,top,2,4,-2,0.29217,148
4,top,2,4,-1,0.40745,220
4,top,2,4,0,0.53141,328
4,top,2,4,1,0.65237,220
4,top,2,4,2,0.75948,148
4,top,2,4,3,0.84556,99
4,top,2,4,4,0.90833,66
4,top,2,4,5,0.94986,44
4,top,2,4,6,0.9748,30
4,top,2,5,-6,0.03301,30
4,top,2,5,-5,0.06361,44
4,top,2,5,-4,0.11273,66
4,top,2,5,-3,0.18429,99
4,top,2,5,-2,0.27888,148
4,top,2,5,-1,0.39234,220
4,top,2,5,0,0.51583,328
4,top,2,5,1,0.63781,220
4,top,2,5,2,0.74714,148
4,top,2,5,3,0.83607,99
4,top,2,5,4,0.90172,66
4,top,2,5,5,0.94568,44
4,top,2,5,6,0.9724,30
4,top,2,6,-6,0.03073,21
4,top,2,6,-5,0.05972,31
4,top,2,6,-4,0.10674,46
4,top,2,6,-3,0.17591,69
4,top,2,6,-2,0.26826,103
4,top,2,6,-1,0.38013,154
4,top,2,6,0,0.50311,230
4,top,2,6,1,0.62578,154
4,top,2,6,2,0.73683,103
4,top,2,6,3,0.82806,69
4,top,2,6,4,0.89607,46
4,top,2,6,5,0.94208,31
4,top,2,6,6,0.97032,21
4,top,2,7,-6,0.02717,15
4,top,2,7,-5,0.05359,22
4,top,2,7,-4,0.09716,33
4,top,2,7,-3,0.16234,49
4,top,2,7,-2,0.25082,74
4,top,2,7,-1,0.35981,110
4,top,2,7,0,0.48164,164
4,top,2,7,1,0.60522,110
4,top,2,7,2,0.71897,74
4,top,2,7,3,0.81399,49
4,top,2,7,4,0.88602,33
4,top,2,7,5,0.93557,22
4,top,2,7,6,0.96649,15
4,bottom,0,0,-6,0.03834,351
4,bottom,0,0,-5,0.07442,523
4,bottom,0,0,-4,0.13199,780
4,bottom,0,0,-3,0.21462,1164
4,bottom,0,0,-2,0.32133,1736
4,bottom,0,0,-1,0.44532,2590
4,bottom,0,0,0,0.57494,3864
4,bottom,0,0,1,0.69687,2590
4,bottom,0,0,2,0.80007,1736
4,bottom,0,0,3,0.87867,1164
4,bottom,0,0,4,0.93253,780
4,bottom,0,0,5,0.96573,523
4,bottom,0,0,6,0.98415,351
4,bottom,0,1,-6,0.0498,193
4,bottom,0,1,-5,0.09339,288
4,bottom,0,1,-4,0.16021,429
4,bottom,0,1,-3,0.25237,640
4,bottom,0,1,-2,0.36672,955
4,bottom,0,1,-1,0.49438,1425
4,bottom,0,1,0,0.62262,2125
4,bottom,0,1,1,0.73853,1425
4,bottom,0,1,2,0.8328,955
4,bottom,0,1,3,0.90178,640
4,bottom,0,1,4,0.9472,429
4,bottom,0,1,5,0.97411,288
4,bottom,0,1,6,0.98844,193
4,bottom,0,2,-6,0.05843,105
4,bottom,0,2,-5,0.10722,157
4,bottom,0,2,-4,0.18012,234
4,bottom,0,2,-3,0.27814,349
4,bottom,0,2,-2,0.39671,521
4,bottom,0,2,-1,0.52575,777
4,bottom,0,2,0,0.65211,1159
4,bottom,0,2,1,0.76346,777
4,bottom,0,2,2,0.85175,521
4,bottom,0,2,3,0.91473,349
4,bottom,0,2,4,0.95515,234
4,bottom,0,2,5,0.97849,157
4,bottom,0,2,6,0.99,105
4,bottom,0,3,-6,0.07242,63
4,bottom,0,3,-5,0.12894,94
4,bottom,0,3,-4,0.21045,140
4,bottom,0,3,-3,0.3162,209
4,bottom,0,3,-2,0.43965,313
4,bottom,0,3,-1,0.5693,466
4,bottom,0,3,0,0.69183,696
4,bottom,0,3,1,0.79603,466
4,bottom,0,3,2,0.87575,313
4,bottom,0,3,3,0.93063,209
4,bottom,0,3,4,0.96462,140
4,bottom,0,3,5,0.98357,94
4,bottom,0,3,6,0.99,63
4,bottom,0,4,-6,0.06858,35
4,bottom,0,4,-5,0.12306,52
4,bottom,0,4,-4,0.20235,78
4,bottom,0,4,-3,0.30617,116
4,bottom,0,4,-2,0.42847,174
4,bottom,0,4,-1,0.55812,259
4,bottom,0,4,0,0.68177,386
4,bottom,0,4,1,0.78789,259
4,bottom,0,4,2,0.86983,174
4,bottom,0,4,3,0.92676,116
4,bottom,0,4,4,0.96235,78
4,bottom,0,4,5,0.98237,52
4,bottom,0,4,6,0.99,35
4,bottom,0,5,-6,0.08937,35
4,bottom,0,5,-5,0.15432,52
4,bottom,0,5,-4,0.24461,78
4,bottom,0,5,-3,0.35754,116
4,bottom,0,5,-2,0.48461,174
4,bottom,0,5,-1,0.61328,259
4,bottom,0,5,0,0.7305,386
4,bottom,0,5,1,0.8266,259
4,bottom,0,5,2,0.89747,174
4,bottom,0,5,3,0.94451,116
4,bottom,0,5,4,0.9726,78
4,bottom,0,5,5,0.98768,52
4,bottom,0,5,6,0.99,35
4,bottom,0,6,-6,0.09924,25
4,bottom,0,6,-5,0.1687,37
4,bottom,0,6,-4,0.26344,55
4,bottom,0,6,-3,0.3797,81
4,bottom,0,6,-2,0.50805,122
4,bottom,0,6,-1,0.63557,181
4,bottom,0,6,0,0.74956,270
